Número Documento;Fecha Recepción;cufe;Fecha Emisión;Fecha Vencimiento;Tipo Identificación Adquiriente;Identificación Adquiriente;Nombre Adquiriente; SubTotal;Total Base Imponible;SubTotal Mas Tributos;Total Descuentos; Total Cargos;Total Anticipos;Total;estado;Usuario Creación;Fecha Creación;Descripción Error
CB8210021;2020-09-03 09:51:23.116;29c56634fd99b68177211e985225795bede85d02bea5ee37bcbaf2e7f8a5a15e3333dbf05aac24d2c65fc53aa72a8cf6;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;37080.00;0.00;37080.00;0.00;0.00;0.00;37080.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:23.116;
CB8210020;2020-09-03 09:51:19.927;cca9128a19243fc606524858b2061728f1b4775b315589a07fc2927cd2af0ea865c7306d07cf52ae696a58e0e34d7d51;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:19.927;
CB8210019;2020-09-03 09:51:18.033;dbb0f0bc41757f8ce283325e618becebec5097cbf7fd570d4b10fdedc828809792cd53a603eccb7e84169a6bb58fd91f;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;32915.00;0.00;32915.00;0.00;0.00;0.00;32915.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:18.033;
CB8210018;2020-09-03 09:51:15.47;bbfad479eb74d644515da3635015d8fe0f27de2b664cf884ec9481dbb0102e674c363dc9569ac057a39af20338376b8c;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;29500.00;0.00;29500.00;0.00;0.00;0.00;29500.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:15.47;
CB8210017;2020-09-03 09:51:13.074;e44c46c5c39394df4577f21b1e92da6452d92b5a6f168bc4837ea3a578354b7f2fee6d5db5d9cab57ddd7d0c09ff310f;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;526276.00;0.00;526276.00;0.00;0.00;0.00;526276.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:13.074;
CB8210016;2020-09-03 09:51:11.423;286a0b8c1f023f0d81bf12338ce73791ed26a4c41a9eee60eecbdd1b4398071c8e60ea880f87ce92b37fe161d0ebd2ff;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;1854476.00;0.00;1854476.00;0.00;0.00;0.00;1854476.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:11.423;
CB8210015;2020-09-03 09:51:07.924;cba98c9d7a87c92727abaf3d515ec29fdbef117925c73052f6ae8700363e056510b693a38037ac56d1e02c31bfac308a;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;42028.00;0.00;42028.00;0.00;0.00;0.00;42028.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:07.924;
CB8210013;2020-09-03 09:51:07.029;79a69d92127b32e3757bc381e12202c3aff70e5ee73f8f5a2bef287217327126a54afda62bd87bf30770436ed7ab9783;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;78811.00;0.00;78811.00;0.00;0.00;0.00;78811.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:07.029;
CB8210011;2020-09-03 09:51:04.695;e450073b93ca4932b423c6c879751aba84f0a2493fbe83321d113f5d2ea3de67205d41babbe1f005464ee30d0de4615e;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;25048.00;0.00;25048.00;0.00;0.00;0.00;25048.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:04.695;
CB8210009;2020-09-03 09:51:00.046;e388c04e4a84707f988faaffd8a504fcf702f4eab796f1484cce9fe8b05b49528c50685b637e95f6164160e976fd8d21;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;19350.00;0.00;19350.00;0.00;0.00;0.00;19350.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:00.046;
CB8209909;2020-09-03 09:52:25.507;bbd75a4d582ed7ac93d369e2b363486b96565abdbf63216fbf5ec9f1ae2abb46c47ae8d8b982a4b485b34f8f83bc2231;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;13500.00;34240.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:25.507;
CB8209908;2020-09-03 09:52:20.934;33ecbca080dd74fd2faa2e737dc068ac98ab09af4eed4b68d5025500d5baf7bbca8c400a86729c350a7d8289b09d175c;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:20.934;
CB8209907;2020-09-03 09:52:19.397;9cb324c2035320e4b9b260ff466b53578ef9ad20990797c7d27a7ce5223c3160af8e2d121a306308d9a1893c5d6f9a5e;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:19.397;
CB8210008;2020-09-03 09:50:57.943;237c83a3749676f5da332599d7c8d3e274a73933cc47d1f48085bbe11b752f13a06c98565375bce22ca3e94d4563e618;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;25048.00;0.00;25048.00;0.00;0.00;0.00;25048.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:57.943;
CB8210003;2020-09-03 09:50:40.742;15ed06490376d5a6bd12420c0f4cec38b43b0a8a7fe94c7fc8cd439bda34e31960ad806b53b8e11a43cf0b4fa027f493;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;45695.00;0.00;45695.00;0.00;0.00;0.00;45695.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:40.742;
CB8210002;2020-09-03 09:50:39.234;12fd9803611d8e1205bede4dd24596767090deb72731e98fa5036c34f3fae64580db4e231816489f89ac7a098e392a72;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:39.234;
CB8210001;2020-09-03 09:50:35.057;9ca02c56f9acc399c60b933ad755b9505c2cdb11ccf1fdccb3a06ce5d6f247ea65d9ed4d7288ead5c5490d0db99ce713;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;14910.00;0.00;14910.00;0.00;0.00;0.00;14910.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:35.058;
CB8210000;2020-09-03 09:50:33.901;a066fa0dd445592304422a56eb14726ab9a850db024ce4feb8894d8d582d5e862cc54f59d8413922543b26b3d5371e3c;2020-04-11 00:00:00.0;2020-05-11 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:33.901;
CB8209999;2020-09-03 09:50:32.722;d2eff8b6e2faba7749cf5efd5ae2dd1d72e561e0f2d5b7d1b30a753a1426d0a1568bb47de0f4bb0e60eb21a9d24066c8;2020-04-11 00:00:00.0;2020-05-11 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:32.722;
CB8209998;2020-09-03 09:50:29.513;999316fbbada9fd8d98153f222b463c95d0d9afe9dad4b859371821b7ef934327925c2011ade9597e6b7e126d28aaa1b;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;31919.00;0.00;31919.00;0.00;0.00;0.00;31919.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:29.514;
CB8209997;2020-09-03 09:50:27.478;886a0f8edb7d4983fc858bf31e8882fe73ae5408450b105808b1f749400cf18614ec48ca4ef6406df9bdd81e318040ae;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;29267.00;0.00;29267.00;0.00;0.00;0.00;29267.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:27.478;
CB8209996;2020-09-03 09:50:26.202;b601f0ceab5555e09807417d35759b76cde6c4742267b0b38a28fbe9999c3b86564032e71a10613eb312ed705945ccb7;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;78150.00;0.00;78150.00;0.00;0.00;0.00;78150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:26.202;
CB8209995;2020-09-03 09:50:23.795;31e262f5790f83953c02fc5b7d94124b4a5e9eecdff2e445506c7713ef37056cb15745b2e8b8bef8047d870fe26fcbcf;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;173286.00;0.00;173286.00;0.00;0.00;0.00;173286.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:23.796;
CB8209993;2020-09-03 09:50:22.345;8ce0bbbbfc125fe4ac072cbe592001a231efa7ed2c0f6534f69249f4e2bd09e3a8ad8d8813d813f20d23925122582fb3;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:22.346;
CB8209992;2020-09-03 09:50:20.833;34158198e8ea2eeb4aa61e2761b75853a6d58f937f7e369bba8923457d6f85cfa2e2b67205c9eae13b7b4c563aa973bb;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;83240.00;0.00;83240.00;0.00;0.00;0.00;83240.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:20.834;
CB8209991;2020-09-03 09:50:19.039;1c00ef3b63d31b98d86292931d9c5c70469dfd1ac318b68d7d89acde089faea7015f27c75ccdca93bfd298d1439d15a3;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;109168.00;0.00;109168.00;0.00;0.00;0.00;109168.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:19.039;
CB8210028;2020-09-03 09:51:34.953;30ad387b046141a888a2c511a3ed4289aa50bf09a8b189e0b69c5f449e925e1fc0da084947b438cff5b33e6207c2c08f;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;29500.00;0.00;29500.00;0.00;0.00;0.00;29500.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:34.953;
CB8210027;2020-09-03 09:51:33.752;cbc27249391afb01c13a8b0c16cf0204e9bee5d8ce3de15e4f1131e9fc97e124df1ac78b21c471bfca59d4a3130720b2;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;571153.00;0.00;571153.00;0.00;0.00;0.00;571153.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:33.752;
CB8209990;2020-09-03 09:50:17.36;c5583cf7ddb828fc1b7dbb2a59a7cb66623987155459fc4f0a1489a8bcc1ba664ac61a1ac14c749aded6ed209d2a3f51;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;319766.00;0.00;319766.00;0.00;0.00;0.00;319766.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:17.36;
CB8209989;2020-09-03 09:50:15.703;4d35ea7127340a6b6e2f33263641bef56ac9954bc830cf04ca19a2c4621fd4e0f5a8222004d5236cebc329e59a827e9e;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;198451.00;0.00;198451.00;0.00;0.00;0.00;198451.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:15.703;
CB8209988;2020-09-03 09:50:10.37;c281ec2b2e988d82249da77aa3cf48a3cfcc0cf1d0ce44a87025e3afca2c3f7f35cd8c7a5d59ab9f138c77af0a1f1c6d;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;41200.00;0.00;41200.00;0.00;0.00;0.00;41200.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:10.37;
CB8209987;2020-09-03 09:50:09.11;1b0b6380661771984756493ed74954c7fb16d88f8692eda55514924b3ff1cc5f9b653541b75906956a807fc4a86eb0ff;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;43010.00;0.00;43010.00;0.00;0.00;0.00;43010.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:09.11;
CB8209986;2020-09-03 09:50:05.746;170e6c49ea6da9d317c4e472ad62deedabe6e91c0157bdf5bd5e5119baca400994a2c149a50546544971bf97f4ca65dd;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;44591.00;0.00;44591.00;0.00;0.00;0.00;44591.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:05.746;
CB8209985;2020-09-03 09:50:04.276;9372c49fa93452451246b9d117d10d2d7d4d816a8da7d341a79d0b7f2694ef4797b9aef5982d0a5addb5aca169137cc8;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;100899.00;0.00;100899.00;0.00;0.00;0.00;100899.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:50:04.276;
CB8209984;2020-09-03 09:49:59.431;4cc6a39f5ec514814feac42323254536df7668dd34198f6aa24798f1f99e5f6a7a847be9cd013645a761bfb8a58e920c;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;151233.00;0.00;151233.00;0.00;0.00;0.00;151233.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:59.431;
CB8209983;2020-09-03 09:49:52.554;ec98d795c3f856efb21f3080ddd004e7472f2671ab56894516e1aa519a35db3e2537a2e8054e5bb5df0078a8b170d465;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:52.555;
CB8209982;2020-09-03 09:49:51.389;fb978934353adecad2de5a057efc75dca1f64557a7f262a0eb69f49ee023365c4896eb3ab84e85fbce2ca0f6a5460990;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;112399.00;0.00;112399.00;0.00;0.00;0.00;112399.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:51.389;
CB8209981;2020-09-03 09:49:49.006;5f1c2e8575b2b0cac0d53a43fda07e2dfba71a0e79c5905e9f25bd63ab6834f390001ac28f44bcbeb31050cd7bba7bff;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;79590.00;0.00;79590.00;0.00;0.00;0.00;79590.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:49.007;
CB8209980;2020-09-03 09:49:44.783;81461c94320bf8361e89715e6f2874329b6b612f28d62065a18873197bed8ca62986724ce732ff5b597460441111dd91;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;33838.00;0.00;33838.00;0.00;0.00;0.00;33838.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:44.784;
CB8209979;2020-09-03 09:49:42.936;01da39aaaae2b487a155414513b959793335b132ff458b4f738f648998b99e2572576e4f5ca991993a7306cfc2310dc4;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;44591.00;0.00;44591.00;0.00;0.00;0.00;44591.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:42.936;
CB8209978;2020-09-03 09:49:41.628;e09f84ffc80f98f5ab9416d52bde7dd71262ddddc725be77835066376e6aad77cc233d4dcb9dfa0acdb9e4fc6c36b5c3;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;145590.00;0.00;145590.00;0.00;0.00;0.00;145590.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:41.629;
CB8209977;2020-09-03 09:49:39.829;ea7f7ac001879bdc339a718beae22d2c2869a28c09778c3da3bfc43ef11c7d73e4a5f16e4d5efe317f844ee88b7b06e9;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;83559.00;0.00;83559.00;0.00;0.00;0.00;83559.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:39.829;
CB8209976;2020-09-03 09:49:37.555;406a078d3cb117d71d323e9f6662835b352edfc16d12d8ff43dfc0854bd767d263395681ae09c9ce85d9eae620df94b2;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;901323312;UNION SALUD AMERICA;76070.00;0.00;76070.00;0.00;0.00;0.00;76070.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:37.555;
CB8209975;2020-09-03 09:49:34.99;b3242c73b090588c910b6dbcc129aeafd678c40f15c1b2fc85af3ca7321dd01b83f06214f4a8933b625ced7366599d0f;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;35990.00;0.00;35990.00;0.00;0.00;0.00;35990.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:34.991;
CB8209974;2020-09-03 09:49:33.098;8f23a8959666cd42f59556c98458d46a384ea56540a791f335179d626f8483a15f3cfc4924c667ca46f23acb829f363d;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;42900.00;0.00;42900.00;0.00;0.00;0.00;42900.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:33.099;
CB8209972;2020-09-03 09:49:32.714;82b16cb5495d709411def1a62a7a5e788c9ad27d955b4579163e1520a2d9ec01e7a43abc94965b3907fe655e6938ad56;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;291678.00;0.00;291678.00;0.00;0.00;0.00;291678.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:32.714;
CB8209971;2020-09-03 09:49:15.425;aa800a1ffdd639941862bcd2e519496ad65f0eb436a1eea616d4fd54a33bba2eea5a4ca50d70f93774d17b53391d5b5e;2020-04-10 00:00:00.0;2020-04-10 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;191710.00;0.00;191710.00;0.00;0.00;0.00;191710.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:15.425;
CB8209970;2020-09-03 09:49:13.76;b5aadfba24256eb3b68bb13ab4751e1b65670426543368003122c0c1c054a88fa5f96382c22620df4fc638491eeed706;2020-04-10 00:00:00.0;2020-05-10 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:13.76;
CB8209968;2020-09-03 09:49:05.35;82efa200dea59d5023cba1b7686f5623e8ab89fbee4ab734b161f30818a343f8f4d8571064d462fe14b7bf385973c5ba;2020-04-10 00:00:00.0;2020-05-10 00:00:00.0;31;800251440;ENTIDAD PROMOTORA DE SALUD SANITAS SA;57640.00;0.00;57640.00;0.00;0.00;0.00;57640.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:49:05.35;
CB8209957;2020-09-03 09:48:59.59;8351788ae38592cd552a1a9aac8bef002faa15951ff49cd0397b31b07973baae8be4a1c7b87b49772cd0da114be9639f;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:59.591;
CB8209956;2020-09-03 09:48:53.729;d7b9c392f45522aa20a01766fd1dbee33139ffa2114abedef82d896b6bf6df9d9f127c86430fbadc60aec3c3095d5343;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;35990.00;0.00;35990.00;0.00;0.00;0.00;35990.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:53.73;
CB8209955;2020-09-03 09:48:46.538;a5ce2fa49ffc4fa8ecbbe5db60ac89ec126aae264b3f1ce95ec201950252dce5e500791e8aef3678b8d2b92a22505cde;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:46.539;
CB8210357;2020-09-03 09:48:40.106;835f6df171cde1a24ab471e5fd5d07efda51a1e0c16acfe309a532d8edfcb18e78ef22c1792c6d3a45f1fb548bfbd64c;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:40.106;
CB8210356;2020-09-03 09:48:35.143;b9090d87d1deaa6c3362840a7421933131c573a7c88af32b79650655b714d8be9a3c830f75724a4795170fbddf40524b;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;20798.00;0.00;20798.00;0.00;0.00;0.00;20798.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:35.144;
CB8210355;2020-09-03 09:48:32.643;e5ab0f4517507f3293f7ed74aa5fa74f424037810b9f733c85c608aa89a81f9e83fdfc50643d8705240a6d5d8df63727;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:32.643;
CB8210354;2020-09-03 09:48:31.63;e652bf2532f8f719244843bfa5a86edf5581868021ca8ea225eeb0d4bdff63f4b129a3ea204494d156b8589297d9dbf9;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:48:31.63;
